id,RFII-Score,Dossierstruktur,Dossier.Art,Produkt.letzte.Dossierversion,Personenhaushalt..Unterstützungseinheit.,Personen.im.Haushalt.gesamt,Personenkategorie,Zivilstand,Nationalität.Kategorien,in.CH.seit.Geb.,Alterskategorien,Erwerbssituation,Beschäftigungsgrad,Grund.Teilzeit,höchste.abgeschlossene.Ausbildung,Erlernter.Beruf.Kategorie,letzte.berufliche.Tätigkeit.Kategorie
id01981,0.919834711,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,verheiratet,Schweiz,FALSE,46-55,NA,NA,NA,obligatorische Schule,Bediener stationärer Anlagen und Maschinen,kein | keine
id03129,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Schweiz,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,"Hilfsarbeitskräfte, onA","Hilfsarbeitskräfte, onA"
id01743,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,TRUE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id01301,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,NA
id03346,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04609,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Bediener stationärer Anlagen und Maschinen
id01921,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,"Juristische, soziale, kulturelle und verwandte Fachkräfte"
id04899,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,56-65,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen"
id02091,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,TRUE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id01441,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id04214,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,36-45,Rentner/in,NA,NA,nicht feststellbar,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id01979,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id04282,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Betreuungsberufe,Betreuungsberufe
id04543,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Ingenieurtechnische und vergleichbare Fachkräfte
id04580,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,NA,NA,NA,Berufslehre/-schule,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","Juristische, soziale, kulturelle und verwandte Fachkräfte"
id04833,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id03180,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id02006,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,FALSE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Juristische, soziale, kulturelle und verwandte Fachkräfte"
id04786,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,TRUE,46-55,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",Fahrzeugführer und Bediener mobiler Anlagen
id01268,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,"Maturität, Berufsmatura, Diplommittelschule",Lehrkräfte,Lehrkräfte
id04916,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id01237,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"Angestellt, regelmässig",NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte"
id01725,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id03664,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,46-55,Dauerinvalidität,NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id00011,0.91875,Sozialhilfe,Inländer/innen,Rückerstattung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00707,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,56-65,Dauerinvalidität,NA,NA,Berufslehre/-schule,Spezialisten in Gesundheitsberufen,Spezialisten in Gesundheitsberufen
id02843,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Lehrkräfte,NA
id01556,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,46-55,Rentner/in,NA,NA,höhere Fach- und Berufsausbildung,"Naturwissenschaftler, Mathematiker und Ingenieure",Berufe im Bereich personenbezogener Dienstleistungen
id02817,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id01606,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id02577,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id00861,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Fahrzeugführer und Bediener mobiler Anlagen,Fahrzeugführer und Bediener mobiler Anlagen
id02191,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id02563,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id01735,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id00354,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id02143,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,Allgemeine Büro- und Sekretariatskräfte
id00141,0.919834711,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,56-65,NA,NA,NA,NA,NA,NA
id04517,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Schweiz,TRUE,18-25,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Verkaufskräfte
id00930,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,Anlehre,Verkaufskräfte,Verkaufskräfte
id03778,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Schweiz,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id04686,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft",Sonstige Bürokräfte und verwandte Berufe
id02647,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Anlehre,Berufe im Bereich personenbezogener Dienstleistungen,Fahrzeugführer und Bediener mobiler Anlagen
id01199,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (>3),Paar ohne Kind / Kinder,verheiratet,Schweiz,FALSE,56-65,Dauerinvalidität,NA,NA,obligatorische Schule,kein | keine,"Geschäftsführer, Vorstände, leitende Verwaltungsbedienstete und Angehörige gesetzgebender Körperschaften"
id01674,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,in Ausbildung (ohne Lehrlinge),NA,NA,"Maturität, Berufsmatura, Diplommittelschule",kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01834,0.919834711,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,46-55,NA,NA,NA,NA,NA,NA
id02098,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Schweiz,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Ingenieurtechnische und vergleichbare Fachkräfte
id04634,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Berufslehre/-schule,Betreuungsberufe,Betreuungsberufe
id00576,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Anlehre,Verkaufskräfte,Verkaufskräfte
id03692,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte,"Juristen, Sozialwissenschaftler und Kulturberufe"
id01491,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Schweiz,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id01468,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,TRUE,56-65,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id02882,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,verheiratet,Schweiz,TRUE,36-45,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,kein | keine
id03489,0.919834711,Sozialhilfe,Inländer/innen,Rückerstattung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Schweiz,FALSE,56-65,NA,NA,NA,NA,kein | keine,kein | keine
id03019,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,NA
id00186,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id04724,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Schweiz,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Elektriker und Elektroniker,Verkaufskräfte
id00253,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,26-35,Arbeit auf Abruf,Mehrere Teilzeitstellen,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id00748,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,"Angestellt, regelmässig",Mehrere Teilzeitstellen,NA,Berufslehre/-schule,Verkaufskräfte,Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id01698,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Schweiz,TRUE,26-35,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),"Haushalt, familiäre Gründe",Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id02844,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,in Ausbildung (ohne Lehrlinge),NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00567,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Schweiz,TRUE,36-45,"Haushalt, familiäre Gründe",NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,Allgemeine Büro- und Sekretariatskräfte
id00789,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id01077,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,Anlehre,Fachkräfte in der Landwirtschaft,Fachkräfte in der Landwirtschaft
id00033,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Fahrzeugführer und Bediener mobiler Anlagen
id00165,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Elektriker und Elektroniker,Elektriker und Elektroniker
id01786,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03340,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Betreuungsberufe
id03803,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,in Ausbildung (ohne Lehrlinge),NA,NA,"Maturität, Berufsmatura, Diplommittelschule",kein | keine,kein | keine
id02019,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04912,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,Montageberufe
id02619,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id04210,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,FALSE,46-55,Dauerinvalidität,NA,NA,nicht feststellbar,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id04839,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,geschieden,Schweiz,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Juristen, Sozialwissenschaftler und Kulturberufe"
id02001,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Schweiz,FALSE,46-55,Selbstständig,Vollzeit(90+),NA,obligatorische Schule,Elektriker und Elektroniker,Führungskräfte in der Produktion und bei spezialisierten Dienstleistungen
id02179,0.982905983,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Schweiz,TRUE,56-65,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei
id04080,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Schweiz,FALSE,36-45,zeitlich befristeter Vertrag,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id00539,0.982905983,Sozialhilfe,Kopfquote,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id00218,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,"Angestellt, regelmässig",Vollzeit(90+),NA,obligatorische Schule,NA,Hilfskräfte in der Nahrungsmittelzubereitung
id04832,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id01871,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verwitwet,Restliches Europa,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id00095,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id00797,0.919834711,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,36-45,NA,NA,NA,nicht feststellbar,NA,NA
id02073,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Assistenzberufe im Gesundheitswesen
id00120,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id02587,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,EU / EFTA,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,"Hilfsarbeitskräfte, onA"
id01897,0.91875,Sozialhilfe,VA Ausländer/in ab 7 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,in der Lehre,Vollzeit(90+),NA,Schulbesuch weniger als 7 Jahre,kein | keine,Reinigungspersonal und Hilfskräfte
